,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,165034,Japan,7qiZfU4dY1lWllzX7mPBI3
1,Change,0.00245,0.345,0.731,0.0,0.369,-5.155,1,0.064,88.805,4,0.319,147931,Japan,3wYEcZ2YkTkQPNUqNPF5sO
2,This Is Me,0.00583,0.284,0.704,0.000115,0.0424,-7.276,1,0.186,191.702,4,0.1,143978,Japan,2xGjteMU3E1tkEPVFBO08U
3,打上花火,0.288,0.625,0.668,0.0,0.107,-4.315,1,0.0249,95.968,4,0.292,140947,Japan,4IouQaO9GkaHC7AtMErdSa
4,さよならエレジー,0.00403,0.464,0.938,0.0,0.152,-2.633,1,0.052,154.962,4,0.624,137804,Japan,28meruvcf9dzb7pVi2sRAu
5,The Middle,0.208,0.748,0.652,0.0,0.128,-3.02,1,0.058,106.914,4,0.431,129463,Japan,2ARqIya5NAuvFVHSN3bL0m
6,Havana (feat. Young Thug),0.184,0.765,0.523,3.56e-05,0.132,-4.333,1,0.03,104.988,4,0.394,128237,Japan,1rfofaqEpACxVEHIZBJe6W
7,Wolves,0.139,0.715,0.802,0.0,0.177,-4.647,0,0.0394,124.989,4,0.327,120629,Japan,7EmGUiUaOSGDnUUQUDrOXC
8,Rewrite The Stars,0.0716,0.684,0.619,0.0,0.122,-7.005,1,0.0386,125.046,4,0.284,114060,Japan,630sXRhIcfwr2e4RdNtjKN
9,My Boo,0.307,0.719,0.718,0.000178,0.0846,-4.996,1,0.0316,153.937,4,0.693,111159,Japan,2gasr6aemUqZIBBN05EO03
10,Wherever you are,0.0286,0.379,0.69,0.0,0.335,-4.79,1,0.0549,173.716,4,0.288,110399,Japan,0YAMQSmHk6BSUGTYpaoqTJ
11,愛をこめて花束を,0.151,0.37,0.8,3.33e-06,0.089,-3.403,1,0.0436,161.934,4,0.451,110303,Japan,7CmWXD3w1xOO53AAO4LRVQ
12,The Greatest Show,0.000239,0.417,0.824,0.0545,0.0725,-7.36,0,0.105,157.92,4,0.4,109749,Japan,43ay9lQZ5rfNcOOHhRF2cM
13,All The Stars (with SZA),0.0605,0.698,0.633,0.000194,0.0926,-4.946,1,0.0597,96.924,4,0.552,106833,Japan,3GCdLUSnKSMJhs4Tj6CV3s
14,"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.0393,0.659,0.717,0.0,0.0769,-4.202,1,0.0581,103.036,4,0.71,106238,Japan,5AEtlRudpgdT5FtNiuly6Y
15,恋音と雨空,0.0512,0.625,0.86,0.0,0.408,-4.456,1,0.0314,129.064,4,0.533,102867,Japan,46gSY0U7ZZCmd7EuJuo15N
16,Stay,0.253,0.69,0.622,0.0,0.113,-5.025,0,0.063,102.039,4,0.543,100574,Japan,0I20rLT2MJDhcF96AjbNYo
17,愛唄,0.0839,0.505,0.791,0.0,0.187,-3.729,1,0.0308,169.964,4,0.425,99984,Japan,7iXHLtPosbHvglVSJ4rxLq
18,New Rules,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0,0.0694,116.073,4,0.608,98866,Japan,2ekn2ttSfGqwhhate0LSR0
19,TT - Japanese ver.,0.0807,0.699,0.856,8.72e-06,0.44,-3.326,1,0.0608,129.96,4,0.331,95051,Japan,0PAyiPTz8gL0udQnSasc5G
20,ワタリドリ,0.00141,0.508,0.964,0.0,0.197,-4.077,1,0.0831,134.982,4,0.609,93400,Japan,0ve9Tpz8Yw0I4eXhWsy21o
21,Candy Pop,0.177,0.599,0.943,2.6e-05,0.141,-1.457,1,0.0894,174.059,4,0.84,93283,Japan,39GvWlUAF4Y3qzboUyvBkg
