,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,夜に駆ける,0.00231,0.67,0.874,1.72e-05,0.3,-5.221,1,0.0305,130.041,4,0.789,1653479,Japan,3dPtXHP0oXQ4HCWHsOA9js
1,香水,0.816,0.856,0.352,0.0,0.0906,-6.9,1,0.0408,121.776,4,0.751,1350731,Japan,6y7FocfzyzkGLSHQdJVHhq
2,Pretender,0.047,0.538,0.869,0.0,0.14,-3.464,1,0.0275,91.972,4,0.369,1158095,Japan,15HNdxGKNCIO9pgaY4n7FU
3,I Love...,0.0171,0.54,0.706,0.0,0.225,-5.235,1,0.0543,172.021,4,0.385,1058091,Japan,4pRqq3MwcqitKqNO8rOrOb
4,白日,0.562,0.605,0.891,0.0,0.322,-3.242,1,0.115,93.011,4,0.697,1008613,Japan,4wel6DQu0dMVBRVn2ZTPoy
5,Shukumei,0.0152,0.547,0.577,0.0,0.109,-6.087,1,0.0336,164.032,4,0.494,854869,Japan,0XaHPBAzPAC5ubwcRBqc1p
6,115万キロのフィルム,0.00345,0.516,0.791,0.0,0.141,-1.927,1,0.0318,96.921,4,0.48,796689,Japan,278JqkBGkjDovOYAwE8TW7
7,春を告げる,0.0397,0.548,0.871,0.0,0.357,-5.377,1,0.123,120.009,4,0.487,787527,Japan,2Gmyw5Vg2X5YW2lM3OC7nD
8,Yesterday,0.0442,0.541,0.8,0.0,0.398,-3.687,1,0.0382,129.939,4,0.56,759307,Japan,1kMlcLyljkrShV0LSdSGBz
9,紅蓮華,0.00339,0.545,0.979,0.000118,0.0775,-2.8,0,0.153,135.002,4,0.309,748424,Japan,23DbzwNJSLo7nkSWjODMvY
10,マリーゴールド,0.0452,0.545,0.745,0.0,0.0907,-3.098,1,0.0286,106.094,4,0.413,712117,Japan,2cKiHG16JBiqHdi7Llq0r7
11,MORE & MORE,0.0312,0.739,0.841,0.0,0.173,-4.162,1,0.06,106.99,4,0.562,708963,Japan,2bAAj29XGc4h1G4oEGYCmg
12,ノーダウト,0.0585,0.574,0.936,0.0,0.336,-3.185,1,0.0701,149.954,4,0.792,706714,Japan,5DMEvbg3gUmiR5HIBWdveV
13,まちがいさがし,0.52,0.534,0.642,0.0,0.39,-5.568,1,0.0372,155.916,4,0.443,691563,Japan,4Jj31lihp5Nvdi4lFRjrqc
14,ただ君に晴れ,0.343,0.679,0.834,5.74e-06,0.119,-3.223,1,0.032,139.996,4,0.962,649419,Japan,3wJHCry960drNlAUGrJLmz
15,パラボラ,0.00175,0.564,0.765,0.0,0.332,-5.484,0,0.0328,124.013,4,0.353,609590,Japan,51JOzfozDdPMKxyEccRltg
