,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
43,110,Capital Bra,1071561,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC
44,Say So,Doja Cat,1051084,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
45,Turn Me On (feat. Vula),Riton,1026132,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9
46,Lass los,Dhurata Dora,988608,https://open.spotify.com/track/0K5vPCPPPQYzrKHc17qB1I
47,ROXANNE,Arizona Zervas,969659,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
48,Ride It,Regard,968809,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
49,After Hours,The Weeknd,967228,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
50,Zu Ende,Samra,954160,https://open.spotify.com/track/0Vl4eICpXMjtiK0RhdaWov
51,Skifahren (feat. Joshi Mizu),The Cratez,949605,https://open.spotify.com/track/7qwWwsa6otLM0UOEamls4s
52,HEUTE NACHT,FOURTY,931714,https://open.spotify.com/track/35FHkzGc9swNZItE3JHrxu
53,2002,Sido,920419,https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b
54,Never Seen the Rain,Tones And I,913119,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
55,Alien,RIN,895544,https://open.spotify.com/track/2RaKlveGCllSaXloN8kmzV
56,Fingertips,Tom Gregory,890541,https://open.spotify.com/track/0X4hMHBj4Ra6h1tIQGl1CH
57,Rich Rich,Ufo361,890254,https://open.spotify.com/track/3VFT90E0yYjdHSFoGv02us
58,Vermissen (feat. Henning May),Juju,886885,https://open.spotify.com/track/07f2b3CTdgKKlhv0mqUksz
59,Before You Go,Lewis Capaldi,882753,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
60,Blueberry Faygo,Lil Mosey,880311,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
61,Someone You Loved,Lewis Capaldi,855174,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
62,ily (i love you baby) (feat. Emilee),Surf Mesa,852670,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
63,Boss Bitch,Doja Cat,839843,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
64,Hauseingang,Pashanim,833469,https://open.spotify.com/track/1IikW5aCjY08gagX94j3fJ
65,Ausgehen,AnnenMayKantereit,830342,https://open.spotify.com/track/3Ve0ag71EeiQalsl7Ha4Dw
66,The Passenger (LaLaLa) [feat. MOKABY],LUM!X,830284,https://open.spotify.com/track/2A0CxheiQGQdCiKtOR7jMP
67,KK,KASIMIR1441,828961,https://open.spotify.com/track/6IwbgA2lca6IZZvo2wCL6Q
68,"Alone, Pt. II",Alan Walker,818355,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
69,everything i wanted,Billie Eilish,811337,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
70,bad guy,Billie Eilish,806987,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
71,KRIMINELL,Kianush,805100,https://open.spotify.com/track/3ecKtWMr8HK99YOs7L6Ps3
72,Wieso tust Du dir das an?,Apache 207,804792,https://open.spotify.com/track/6dNB3XdAzx7kTf5wa8Rg89
73,Life Is Good (feat. Drake),Future,789261,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
74,You should be sad,Halsey,788259,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
75,Moral of the Story,Ashe,781506,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
76,Alone Again,The Weeknd,773533,https://open.spotify.com/track/6b5P51m8xx2XA6U7sdNZ5E
77,Keine Liebe,RIN,768192,https://open.spotify.com/track/4OVF6uwZlMOSlZmHDnwliX
78,Donuts,Gzuz,760938,https://open.spotify.com/track/5XVPNr0CAoUn1jD033Ucoo
79,Bolon,Haftbefehl,757094,https://open.spotify.com/track/7kcnYf6vuMRPHK0A6CtWFP
80,Dior,Pop Smoke,753368,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
81,Circles,Post Malone,750230,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
82,Tilidin,Capital Bra,744650,https://open.spotify.com/track/0Dlcu2fgHklOnajVu2dUNU
83,Too Late,The Weeknd,743384,https://open.spotify.com/track/2K9Ovn1o2bTGqbsABGC6m3
84,6AM.........,Dardan,739905,https://open.spotify.com/track/36J10AwMabBYxgNrV2S8gd
85,Tusa,KAROL G,728348,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
86,Lose Control,MEDUZA,719260,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
87,Mon Ami,Samra,716807,https://open.spotify.com/track/1R4xkZXQUQ8QJtAdwHkSgC
88,AUF WIEDERSEHEN,Mozzik,712230,https://open.spotify.com/track/6JZrs7FFUkTpinCxM1DG3E
89,Underdog,Alicia Keys,705652,https://open.spotify.com/track/3FGiFUJRRp5RGikVrs6kig
90,Nur wegen dir,Nimo,704600,https://open.spotify.com/track/0ui2kVwPZKHaZxGhdIzBrp
91,Hardest To Love,The Weeknd,700569,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX
92,Heartless,The Weeknd,698010,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
93,Save Your Tears,The Weeknd,693929,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
94,Remontada,Sofiane,689815,https://open.spotify.com/track/1htp5rXS1XUpmuNbVcvPQm
95,Play With Fire,Nico Santos,688879,https://open.spotify.com/track/240BX4w7PFkHptDrSVZgbA
96,Alles was ich hab,Fynn Kliemann,682201,https://open.spotify.com/track/1GHgDIODujliWFayEhHx1n
97,Ich hol dich ab,Jamule,681106,https://open.spotify.com/track/2rWnTpXD0jq5lymyg4xIKQ
98,Drake & Rihanna,Pietro Lombardi,676168,https://open.spotify.com/track/6BP17rX0k2uem7M4oWxL9v
99,Remember,Nimo,668291,https://open.spotify.com/track/3yXXNEh8zkNo8hxDjr1tLj
100,Doch in der Nacht,Apache 207,667851,https://open.spotify.com/track/3uhTOxvu2h2YEm0uPNF2vi
101,Gimme! Gimme! Gimme!,GAMPER & DADONI,667006,https://open.spotify.com/track/4zLSkwZaiMfzzapPCbdG90
102,Skechers,DripReport,666305,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
103,hot girl bummer,blackbear,664366,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
104,Memories,Maroon 5,658329,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
105,Kein Problem,Apache 207,657381,https://open.spotify.com/track/3Zigq1lfHmFRlyoRrh9k2s
106,Passt mir so gar nicht,Joker Bra,654198,https://open.spotify.com/track/7AUPR6VYsmTu8LwDuJVgCe
107,Señorita,Shawn Mendes,654163,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
108,Karakol,Capo,652748,https://open.spotify.com/track/0rl7zpqNO7xPbe2CDvyoks
109,TEUER TEUER,Farid Bang,635428,https://open.spotify.com/track/0m2ye3donWKvVsAKaSO14R
110,Like I Love You,Nico Santos,634684,https://open.spotify.com/track/6jX0CXNY3zsIMgw2tEZC5h
111,Ayy Macarena,Tyga,627482,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
112,Scared To Live,The Weeknd,620153,https://open.spotify.com/track/4BGZF4oLbTL0pWm7C18pbv
113,Für Mich,CÉLINE,617916,https://open.spotify.com/track/7DvTrDWYytzKkKP5WfyhxU
114,Wieder Lila,Samra,614946,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
115,RITMO (Bad Boys For Life),Black Eyed Peas,609712,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
116,KEIN SCHLAF,Nimo,609062,https://open.spotify.com/track/1B89LtaW92jj4AqT7OZ0Fj
117,Better,Lena,600878,https://open.spotify.com/track/3jCMdvc8bFOKChETbFV9Zc
118,What A Man Gotta Do,Jonas Brothers,600497,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
119,Faith,The Weeknd,592861,https://open.spotify.com/track/3orEOtd8CPL8GFlpRpKuoE
120,No Time To Die,Billie Eilish,589436,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
121,Mary,Bausa,581925,https://open.spotify.com/track/2Jij6ebp6ToNKOn5DWlGxV
122,Snowchild,The Weeknd,581794,https://open.spotify.com/track/3WlbeuhfRSqU7ylK2Ui5U7
123,"Para, Money, E's",JIGGO,580132,https://open.spotify.com/track/7sVQVuy2cdPfMIHDH9IKaP
124,Schüsse im Regen,Samra,579997,https://open.spotify.com/track/3RgJvQlTg7tp5mXtylDXYx
125,Light,Jerome,578857,https://open.spotify.com/track/1lht8jb3c6rEiVaqX94enH
126,Stupid Love,Lady Gaga,577079,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
127,Adore You,Harry Styles,564291,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
128,Escape From LA,The Weeknd,560251,https://open.spotify.com/track/1sOW4PuG5X3Ie3EXUhAopJ
129,lovely (with Khalid),Billie Eilish,558145,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
130,Egal,Michael Wendler,556915,https://open.spotify.com/track/7rjW2CVIOmmQ7U5CGiZcnG
131,WHATS POPPIN,Jack Harlow,552566,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
132,500 PS,Bonez MC,551383,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
133,COLT,Samra,549972,https://open.spotify.com/track/76IVpz47q3ghkxoUeTTEKb
134,CASINO,Katja Krasavice,544008,https://open.spotify.com/track/5rywC2PH49hTpJLXxwGlpE
135,Para,Veysel,538351,https://open.spotify.com/track/1UjEKkdgoOwJhqSZqBrpO0
136,Shababs botten,Pashanim,536799,https://open.spotify.com/track/0H9WHopZ62JeDaGau7REMw
137,Honda Civic,The Cratez,536148,https://open.spotify.com/track/7nkN1tnFIZIIS4P5q4Krmb
138,WEISSER RAUCH,FOURTY,525948,https://open.spotify.com/track/24UgOPKL5S1vwzLwUtPsz7
139,Eiskalt,Loredana,519800,https://open.spotify.com/track/5sMugAU31Ug5SAUUbhBIKU
140,HIGHEST IN THE ROOM,Travis Scott,519029,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
141,CASINO ROYAL,Kianush,517752,https://open.spotify.com/track/3Dkfcd3DbXGVmM05KCRuFA
142,Monster,LUM!X,516922,https://open.spotify.com/track/0YU17F0BlVXvmx5ytsR43w
143,Stars,VIZE,511721,https://open.spotify.com/track/0TId5TSbdcBP32haUV4Aet
144,Wach,Beyazz,509031,https://open.spotify.com/track/3nLN2SHqCmL062EndJnDNs
145,Sex mit dir,Apache 207,504444,https://open.spotify.com/track/0PEwVF6TStGXMTnQMAk9kl
146,Yummy,Justin Bieber,502070,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
147,Sag Wieso,Lil Lano,499683,https://open.spotify.com/track/5TELAde0F3gYZF4l2m6RXp
148,Verkackt,Gzuz,493476,https://open.spotify.com/track/0C6bsQq58Ue1XfL5PKTO6D
149,Piece Of Your Heart,MEDUZA,488837,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
150,gENAuSo,Dardan,487563,https://open.spotify.com/track/5nmVf5dSgH4A25qsev28Mi
151,Bin da,Veysel,486995,https://open.spotify.com/track/2fzPZOozISzcAU7FSwkN7g
152,I Don't Care (with Justin Bieber),Ed Sheeran,483535,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
153,Thank You [Not So Bad],VIZE,482954,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
154,Rescue Me,OneRepublic,480306,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
155,Beautiful People (feat. Khalid),Ed Sheeran,479558,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
156,Letzte Träne,Kontra K,479126,https://open.spotify.com/track/1FuJKBi6XdFyf8Yzmck468
157,Lucid Dreams,Juice WRLD,474184,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
158,KETAMIN,Fler,473846,https://open.spotify.com/track/7uKdugPGITQtYIJ3p7W2HM
159,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,471812,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
160,KARMA,Nimo,464368,https://open.spotify.com/track/3uTiW4Tjt6FqSPRYNgzW5t
161,Hoch,Tim Bendzko,458754,https://open.spotify.com/track/7gqefhSJfWyN1qQ2huvEze
162,CITY OF ANGELS,24kGoldn,457673,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
163,Walk Em Down (feat. Roddy Ricch),NLE Choppa,446157,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
164,Viva la Dealer,SDP,445735,https://open.spotify.com/track/2vuFdbSOLje3khV4rLSEpm
165,Schlafen,Ufo361,444151,https://open.spotify.com/track/7cV5zRs2cXP0H9e29UMI7Z
166,Sandmann,le Shuuk,443479,https://open.spotify.com/track/7AO4SbDUqGQ3vY6SQYEFRZ
167,All Around The World (La La La),R3HAB,439569,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
168,Schmeiß mein Leben auf den Müll,Fynn Kliemann,439533,https://open.spotify.com/track/4pSKBZYxejOcteF1tPEEYO
169,Kings & Queens,Ava Max,438591,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
170,Sweet but Psycho,Ava Max,438270,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
171,In My Mind,Dynoro,436398,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
172,Higher Love,Kygo,435233,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
173,My Oh My (feat. DaBaby),Camila Cabello,433410,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
174,Summer Cem (feat. Luciano),Summer Cem,429674,https://open.spotify.com/track/1hrHUEYoVBC1hNCXkX7tIA
175,Hi Babe,Juju,428458,https://open.spotify.com/track/6erIvryBSsAdebNU4a7Mrs
176,Es tut schon wieder weh,Pietro Lombardi,424837,https://open.spotify.com/track/3VvSEy1LN3422NgfLw6VIt
177,Der Bratan bleibt der gleiche,Capital Bra,420968,https://open.spotify.com/track/2M39v73rNJmAXUXIW0oagP
178,If the World Was Ending - feat. Julia Michaels,JP Saxe,420539,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
179,Nur zur Info,Ufo361,419353,https://open.spotify.com/track/6Y7ZEVr7lgO8FKGk2vZ2hi
180,PHANTOM (feat. Summer Cem),reezy,418676,https://open.spotify.com/track/1s0nANz8q6gEZOms034GbU
181,Ohne mein Team,Bonez MC,418634,https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3
182,EISBLUME,Fard,415170,https://open.spotify.com/track/5vr7NDkSfnxNWygKBBgeGM
183,rockstar (feat. 21 Savage),Post Malone,411873,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
184,Take My Hand,Jerome,411652,https://open.spotify.com/track/7My1iCGUznwNztIokee32S
185,Post Malone (feat. RANI),Sam Feldt,411035,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
186,Savage,Megan Thee Stallion,409245,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
187,DREAMER,Fler,402955,https://open.spotify.com/track/1fo9up18tcQJDKXOkb9XwA
188,Big Drip,Ufo361,398416,https://open.spotify.com/track/4qOesAYiMiMFiZrn2wfkl6
189,Maschine,RAF Camora,395850,https://open.spotify.com/track/0C6NMPWYqsLIuuYSNP8KqE
190,In the End,Linkin Park,395510,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
191,Adriana,RAF Camora,395020,https://open.spotify.com/track/5YbcMbH4xHRfep9rSxLRDt
192,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,394565,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
193,Puta Madre - Bonustrack,RAF Camora,393589,https://open.spotify.com/track/0bg9us6qbMWTAMSF3y4egO
194,Takeaway,The Chainsmokers,393252,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
195,Repeat After Me (Interlude),The Weeknd,392980,https://open.spotify.com/track/40U8d12pC5UHqmHwXjHjjl
196,Dior 2001,RIN,392382,https://open.spotify.com/track/6WusSsncC0Oo9sFHKwQii6
197,Old Town Road - Remix,Lil Nas X,392349,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
198,Bruises,Lewis Capaldi,390357,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
199,Huracan,Samra,390042,https://open.spotify.com/track/6AFIVhbJLR7YVvW9fLFMu1
200,Vor der Tür,Gzuz,389650,https://open.spotify.com/track/0LPRq5I35z8FoqYo84xn48
