,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
43,Shallow,"Lady Gaga",10538290,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
44,"Remember The Name (feat. Eminem & 50 Cent)","Ed Sheeran",10474036,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec
45,"Talk (feat. Disclosure)",Khalid,10399937,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
46,"Te Robaré","Nicky Jam",10220237,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
47,"Calma - Remix","Pedro Capó",9980018,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
48,"No Guidance (feat. Drake)","Chris Brown",9799641,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
49,"SOS (feat. Aloe Blacc)",Avicii,9773185,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
50,Happier,Marshmello,9640741,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
51,Wow.,"Post Malone",9170392,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
52,"Go Loko (feat. Tyga, Jon Z)",YG,9099453,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
53,Suge,DaBaby,9020738,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
54,"Rescue Me",OneRepublic,8749744,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
55,"when the party's over","Billie Eilish",8732863,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
56,"Dancing With A Stranger (with Normani)","Sam Smith",8703259,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
57,"Pa Mí - Remix",Dalex,8702589,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
58,"Verte Ir","DJ Luian",8578064,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
59,"Tal Vez","Paulo Londra",8551330,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
60,"lovely (with Khalid)","Billie Eilish",8481265,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
61,Rodeo,"Lil Nas X",8309637,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n
62,"MOOD 4 EVA (feat. Oumou Sangaré)",Beyoncé,8226052,https://open.spotify.com/track/7oqftogUN82Q7VNy2TmTJW
63,"Without Me",Halsey,8190582,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
64,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",8047569,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
65,"Don't Call Me Up",Mabel,7905802,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
66,"Don't Check On Me (feat. Justin Bieber & Ink)","Chris Brown",7888818,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk
67,"Sweet but Psycho","Ava Max",7863112,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
68,"Pop Out (feat. Lil Tjay)","Polo G",7831698,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
69,"The Git Up","Blanco Brown",7806278,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
70,Runaway,"Sebastian Yatra",7797259,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
71,"Post Malone (feat. RANI)","Sam Feldt",7775251,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU
72,"Mad Love",Mabel,7713393,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
73,"All Around The World (La La La)",R3HAB,7664621,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
74,Ritual,Tiësto,7660524,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
75,"Hate Me (with Juice WRLD)","Ellie Goulding",7626183,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
76,HP,Maluma,7606153,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
77,"Take Me Back to London (feat. Stormzy)","Ed Sheeran",7593577,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0
78,"bury a friend","Billie Eilish",7580436,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
79,"Bohemian Rhapsody - Remastered 2011",Queen,7560577,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
80,"On A Roll","Ashley O",7362821,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m
81,"Best Part of Me (feat. YEBBA)","Ed Sheeran",7359129,https://open.spotify.com/track/0VsGaRXR5WAzpu51unJTis
82,"thank u, next","Ariana Grande",7334995,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
83,"Good As Hell",Lizzo,7310787,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF
84,"Eastside (with Halsey & Khalid)","benny blanco",7208173,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
85,"Find U Again (feat. Camila Cabello)","Mark Ronson",7196109,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf
86,"Mother's Daughter","Miley Cyrus",7192936,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
87,"rockstar (feat. 21 Savage)","Post Malone",7147203,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
88,"Shape of You","Ed Sheeran",7138334,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
89,Cuaderno,Dalex,7080445,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
90,"Only Human","Jonas Brothers",7049249,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
91,"Old Town Road - Remix","Lil Nas X",6980925,https://open.spotify.com/track/6jmZlyf9DxcIoRrjw02YXm
92,"i love you","Billie Eilish",6955529,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
93,EARFQUAKE,"Tyler, The Creator",6955388,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
94,"High Hopes","Panic! At The Disco",6930329,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
95,"Boy With Luv (feat. Halsey)",BTS,6928103,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
96,Easier,"5 Seconds of Summer",6907553,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
97,"3 Nights","Dominic Fike",6837714,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
98,"Better Now","Post Malone",6790550,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
99,"Dance Monkey","Tones And I",6735680,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
100,Believer,"Imagine Dragons",6734668,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
101,"I Think I'm OKAY (with YUNGBLUD & Travis Barker)","Machine Gun Kelly",6695631,https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg
102,I.F.L.Y.,Bazzi,6684078,https://open.spotify.com/track/4R9ATNRRl1uth17i5qDCc0
103,"Que Mas Pues - Remix",Sech,6651640,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
104,"BROWN SKIN GIRL","Blue Ivy",6553492,https://open.spotify.com/track/0B3FovCVaGKS5w1FTidEUP
105,"The Archer","Taylor Swift",6552007,https://open.spotify.com/track/3Y7MHz19qCg1Pkxridtu1k
106,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",6476030,https://open.spotify.com/track/5BRUlCrkTljRTux8BUPUDp
107,"Girls Like You (feat. Cardi B)","Maroon 5",6434707,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
108,"MIDDLE CHILD","J. Cole",6401526,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
109,"Let Me Down Slowly","Alec Benjamin",6361328,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
110,"Nothing On You (feat. Paulo Londra & Dave)","Ed Sheeran",6351719,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N
111,"i'm so tired...",Lauv,6343854,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
112,"Si Supieras","Daddy Yankee",6253210,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
113,"SICKO MODE","Travis Scott",6201975,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
114,"Here With Me",Marshmello,6177083,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
115,Heaven,Avicii,6145775,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
116,Youngblood,"5 Seconds of Summer",6116269,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
117,comethru,"Jeremy Zucker",6088886,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
118,"Contra La Pared","Sean Paul",6088092,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
119,Perfect,"Ed Sheeran",6051817,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
120,Baby,"Quality Control",6020707,https://open.spotify.com/track/2nKYHpmwjLaEOXS3o7QMiz
121,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",5967245,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
122,Better,Khalid,5918996,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
123,"Lucid Dreams","Juice WRLD",5883154,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
124,"La Boca","Mau y Ricky",5876196,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
125,"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa",5868653,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
126,"So Am I","Ava Max",5853678,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
127,"In My Mind",Dynoro,5845698,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
128,"Going Bad (feat. Drake)","Meek Mill",5779609,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
129,SAD!,XXXTENTACION,5778121,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
130,"MIA (feat. Drake)","Bad Bunny",5772328,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
131,"wish you were gay","Billie Eilish",5738011,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
132,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,5728294,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
133,"On My Way","Alan Walker",5702236,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
134,"break up with your girlfriend, i'm bored","Ariana Grande",5674117,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
135,"Si Se Da","Myke Towers",5598058,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
136,"Pure Water (with Migos)",Mustard,5569296,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8
137,"Don't Stop Me Now - Remastered 2011",Queen,5520841,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
138,"Be Alright","Dean Lewis",5496166,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
139,"Mekanın Sahibi","Norm Ender",5482090,https://open.spotify.com/track/3loy88Lp5qoTHhL8GhRfVZ
140,2002,Anne-Marie,5469566,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
141,"Time - Edit",NF,5459506,https://open.spotify.com/track/68Vm2W4oURsPV3121vUZgB
142,Paradise,Bazzi,5456719,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
143,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,5366787,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk
144,Thunder,"Imagine Dragons",5335805,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
145,"I Like It","Cardi B",5305158,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
146,"I Like Me Better",Lauv,5304512,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
147,Instagram,"Dimitri Vegas & Like Mike",5279465,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S
148,"Rebota - Remix",Guaynaa,5279175,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11
149,"Kill This Love",BLACKPINK,5274873,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
150,Ela,Reynmen,5274552,https://open.spotify.com/track/2VUTPdW21gPVVTEmvdSwos
151,"Another One Bites The Dust - Remastered 2011",Queen,5269619,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
152,Moonlight,XXXTENTACION,5268846,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
153,"Te Soñé De Nuevo",Ozuna,5241872,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa
154,Secreto,"Anuel AA",5231916,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
155,"Say You Won't Let Go","James Arthur",5212868,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
156,"Too Good At Goodbyes","Sam Smith",5148045,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
157,"Adan y Eva","Paulo Londra",5080394,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
158,"Sanguine Paradise","Lil Uzi Vert",5041225,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
159,Neptun,"KC Rebell",4956887,https://open.spotify.com/track/3GmfHF5RUe6r5C9UbvIXQp
160,"SPIRIT - From Disney's ""The Lion King""",Beyoncé,4956421,https://open.spotify.com/track/6ucmgsair6pvRYfwgvI6e0
161,"Havana (feat. Young Thug)","Camila Cabello",4951751,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
162,"Promises (with Sam Smith)","Calvin Harris",4927364,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
163,"God's Plan",Drake,4922431,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
164,"Who Do You Love","The Chainsmokers",4872777,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
165,"Baila Baila Baila - Remix",Ozuna,4868066,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
166,"Body (feat. brando)","Loud Luxury",4858793,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
167,"Taste (feat. Offset)",Tyga,4836404,https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt
168,Africa,TOTO,4799689,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
169,"Murder On My Mind","YNW Melly",4794615,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
170,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",4768909,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
171,"Baila Baila Baila",Ozuna,4766447,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
172,"you should see me in a crown","Billie Eilish",4754200,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
173,"Jocelyn Flores",XXXTENTACION,4750596,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
174,"Vossi Bop",Stormzy,4709270,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr
175,Photograph,"Ed Sheeran",4705075,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
176,Desconocidos,"Mau y Ricky",4699613,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
177,idontwannabeyouanymore,"Billie Eilish",4681645,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
178,"The Middle",Zedd,4646031,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
179,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,4644233,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
180,"Lost In Japan","Shawn Mendes",4625512,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
181,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)",XXXTENTACION,4599461,https://open.spotify.com/track/0OTBOHjEaoqroFlfut1ZsH
182,"Giant (with Rag'n'Bone Man)","Calvin Harris",4594580,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
183,"Something Just Like This","The Chainsmokers",4580241,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
184,Closer,"The Chainsmokers",4578076,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
185,"Wonderwall - Remastered",Oasis,4570494,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
186,"Tap (feat. Meek Mill)",NAV,4568652,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO
187,"BLOW (with Chris Stapleton & Bruno Mars)","Ed Sheeran",4559558,https://open.spotify.com/track/7hvO2qCwJVZxiyoA7c9i5d
188,"One Kiss (with Dua Lipa)","Calvin Harris",4546553,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
189,"Psycho (feat. Ty Dolla $ign)","Post Malone",4527271,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
190,"ocean eyes","Billie Eilish",4524679,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
191,"Dancin (feat. Luvli) - Krono Remix","Aaron Smith",4463685,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM
192,"Under Pressure - Remastered 2011",Queen,4456385,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
193,"Every Breath You Take","The Police",4450451,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
194,"Por Eso Vine","Paulo Londra",4446367,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu
195,Zombie,Samra,4446184,https://open.spotify.com/track/6fDC5DIa4bt6NbPZWR1yxM
196,"All Day And Night","Jax Jones",4444521,https://open.spotify.com/track/5naYe7rLMZcLfO1DKg48MK
197,"Homicide (feat. Eminem)",Logic,4435899,https://open.spotify.com/track/7M2tXmeS15NAzEn7ABFeBg
198,"Don't Stop Believin'",Journey,4434897,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
199,"What I Like About You (feat. Theresa Rex)","Jonas Blue",4423043,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
200,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",4400437,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
